54,宝石の国という作品で主人公ともなっているリン酸塩鉱物に分類され、非常に脆く壊れやすい性質を併せ持つことから加工されることはほとんどない水色から淡い緑色のトルマリンの色合いを持つ鉱石。,フォスフォフィライト
55,がくやさんが大好きで、彼がふとしたタイミングで口ずさんでしまう曲の大半がここからきているといわれる若者の間で流行っているアプリ。,TikTok
56,私たち人間が住む太陽系を含むこの銀河系の名前。,天の川銀河
57,神田さんが唯一旅行で行きたい場所と答えるボリビアにあるアニメのOPにもよく使われる湖の名称。,ウユニ塩湖
58,このDiscordの夢の国クランの中で最も器が小さい人は？ひらがなで名字のみ,たくみ
59,なのは周知の事実ですが、では最も陰キャな人は？ひらがなで名字のみ,しま
60,物事に着手したり、行動を開始したりするという意味で火蓋を～という言葉があるが、このときに～に入る言葉として正しいのは「切って落とす」か「切る」か。,切る
61,聖書の中でイスラエルの民を連れてエジプト軍から追い詰められたときイスラエルの民が逃げるために海を割ったという逸話の名称。,モーセの海割り
62,七つの大罪にも出てきたキリスト教で10個の戒律という意味を持ち、先ほどの行為によりモーセが神から授けられたと言われるもの。,十戒
63,「青銅の鎧」のデュエルマスターズにおける読み方。カタカナで,ブロンズアームトライブ
64,クラッシュ・ロワイヤルにおける３コストで地面を掘ることにより相手陣地にも出せるカード。,ディガー
65,現在アニメも放送中のデスゲーム風サッカー漫画ブルーロックにおいて重要視されている、利己的な人や利己主義者という意味の言葉。,エゴイスト
66,配信者RUSTにおいて暴れ散らかし、まさかの同じく暴れようとしていた配信者のしんじが説教するという破格の事態の最中に「うるさいなあ・・」とい言い残した赤い化け物。,赤見かるび
67,デュエルマスターズにおけるカード「デーモンハンド」のコスト。半角で,6
68,すけとうだらの卵の塩干し品を何という？,たらこ
69,ヒトの体に最も多く含まれている重金属は？,鉄
70,桃太郎の家来になった鳥は？,キジ
71,「コットン」とは何のこと？,綿
72,ひな段に飾る花は何と何？,向かって右･･･桜、向かって左･･･橘
73,「お茶の子さいさい」の「お茶の子」とは？,お茶菓子
74,「.com」の「com」って何の略？[カタカナ],コマーシャル
75,「後の祭り」とは元々何の祭り？,祇園祭
76,ラガービールの「ラガー」は元々英語でどういう意味？,貯蔵
77,「フレンチキス」とは舌を絡める濃厚なキスである〇か×か[〇なら1×なら0],舌を絡める濃厚なキス
78,「ＶＩＰ」は何の略？[小文字空白区切り],very important person
79,「コンパ」って何の略？,カンパニー
80,「モスグリーン」の「モス」って何？,苔
81,「３つの国会」通常国会・臨時国会あとひとつは？,特別国会
82,ドボルザークの交響曲第９番「新世界より」の「新世界」とは？,アメリカ
83,ノーベル賞で有名なノーベルはどこの国の人？,スウェーデン
84,「ガッツ」って元々何のこと？,内臓
85,ダイヤモンドは何でできている？[漢字],炭素
86,「天王山」で戦ったのは明智光秀と誰？,豊臣秀吉
87,「御曹司」とは元々誰のこと？,源義経
88,要人警護の「ＳＰ」って、何の略？[小文字空白区切り],security police
89,エベレストに次いで世界で２番目に高い山は？,K2
90,レオナルド・ダ・ビンチ作の『モナ・リザ』の「リザ」は人名､では「モナ」の意味は？,婦人
91,これまでの日本の歴史上､期間のいちばん長かった年号は？,昭和
92,正式名「シアン化カリウム」である毒薬は？,青酸カリ
93,グアム島はどこの国の領土？,アメリカ
94,「パトラッシュ」という名の犬が登場する文学作品は？,フランダースの犬
95,北アメリカ大陸の最高峰は？,マッキンリー
96,世界でいちばん多い血液型は？,O
97,日本のジムに所属するこれまでのプロボクシングの世界チャンピオンの中で、最も多い連続13回防衛という記録を持つのは誰？,具志堅用高
98,トランプや賭け事で、親となり札やトランプ配る配り手をを英語で何という？[カタカナ],ディーラー
99,「大丈夫」の反対語は？,駄目
100,「にっこり」の反対語は？,むっつり
101,囲碁（試合）[数え方],一局
102,椅子 [数え方],一脚
103,遺体 [数え方],一体
104,位牌（いはい）[数え方],一柱
105,植木 [数え方],一鉢
106,うちわ [数え方],一本
107,映画 [数え方],一本
108,織物 [数え方],一反
109,ウェブブラウザ「Google Chrome」のアイコンにおいて、真ん中の丸の色は何色でしょう？,青
110,ケンブリッジ大学にはこれを描いたステンドグラスがある、数学において集合の包含関係を視覚的に捉えるために用いる図のことを、考案したイギリスの数学者の名前から「何図」というでしょう？,ベン図
111,その名はフランスとスイスの国境にある山脈に由来する、中生代2番目の地質時代であり、恐竜が繁栄し始祖鳥が出現した時代を「何紀」というでしょう？,ジュラ紀
112,フィギュアスケートの6種類のジャンプで唯一前向きに踏み切って跳ぶ、最も難易度が高いとされるジャンプを何ジャンプというでしょう？,アクセルジャンプ
113,数学において、ある関数を微分して得られる関数を一般に何関数というでしょう？,導関数
114,数学において、微分するとある関数と等しくなるような関数を一般に何関数というでしょう？,原始関数
115,野口雨情作詩の童謡『黄金虫』で、黄金虫が買って子供になめさせたと歌われているものは何でしょう？,水飴
116,令丈ヒロ子の『若おかみは小学生！』やはやみねかおるの『名探偵夢水清志郎事件ノート』などのシリーズが人気の、講談社が出版する児童書レーベルは何でしょう？,青い鳥文庫
117,『カラスと水差し』『すっぱい葡萄』『北風と太陽』などの話がある、ある古代ギリシャの作家が作ったと伝えられる寓話集は「何寓話」でしょう？,イッソプ寓話
118,あさのあつこの小説のタイトルにもなっている、野球でピッチャーとキャッチャーのコンビを指す言葉は何でしょう？,バッテリー
119,かつてはその形状から「べろかまぼこ」や「手のひらかまぼこ」などと呼ばれていたが、伊達家の家紋にちなんで現在の名称で呼ばれるようになった、仙台みやげの定番となっている練り製品は何でしょう？,笹かまぼこ
120,サッカーの「ミラノダービー」で対戦する2つのチームは、インテル・ミラノと何でしょう？,ACミラン
121,ステレオ録音方式の1つで、「ダミー・ヘッド」などを使用して人間の鼓膜に近いところにマイクを配置し録音をすることにより、イヤホンなどで聴いた時にその場にいるかのような臨場感を再現できる方式を「何録音」というでしょう？,バイノーラル録音
122,パキスタンに残る「ハラッパー」や「モヘンジョダロ」といえば、いずれも何文明の都市遺跡でしょう？,インダス文明
123,ビジネス用語で、プロジェクトがどこまで進んでいるか確認するために重要な中間目標地点のことを、道路に一定間隔に置かれている標石にたとえて何というでしょう？,マイルストーン
124,扱いやすく、家庭用として一般的に用いられている、肉・魚・野菜の3つを扱えることからその名が付いた包丁は「何包丁」でしよう？,三徳包丁
125,韓国料理で、ボッサム、デジカルビ、サムギョプサルといえば、通常いずれも何の肉を使うでしょう？[漢字一字],豚
126,魚釣りで、本命で狙っていた魚が1匹も釣れないことを俗に何というでしょう？,坊主
127,数学において、平面上のある曲線の接線に対して垂直で、かつその接点を通る直線のことを、この曲線の何線というでしょう？,法線
128,日の出前後・日の入り前後の、魚が釣れる確率が非常に高いとされる時間帯のことを、釣り用語で何というでしょう？,まずめ
129,『探偵！ナイトスクープ』『新婚さんいらっしゃい！』『パネルクイズ アタック25』などの番組を制作している、「ABC」の略称で知られる大阪のテレビ局はどこでしょう？,朝日放送テレビ
130,アインシュタイン方程式の解として理論的に存在が議論されている、事象の地平線からあらゆる物質を放出すると考えられている天体のことを、「ブラックホール」に対して何というでしょう？,ホワイトホール
131,シャープの技術「プラズマクラスター」のロゴマークのモチーフになっている果物は何でしょう？[カタカナ],ブドウ
132,英語で「ring finger」と呼ばれる、左手の指のうちー般的に結婚指輪をはめるのはどの指でしょう？,薬指
133,学名を「Gallus gallus domesticus」という、名古屋コーチンや白色レグホンといった品種がある動物は何でしょう？[漢字一字],鶏
134,歯科医療の用語で、「歯周病」を意味するアルファベット1文字は何でしょう？,P
135,太宰治の小説『富嶽百景』で「富士にはよく似合う」と書かれている、アカバナ科の植物は何でしょう？,月見草
136,島根県の「雲州」や兵庫県の「播州」などの産地があり、税務署の地図記号のモデルにもなっている道具は何でしょう？,そろばん
137,日本語では「単軌鉄道」と呼ばれることもあり、懸垂式と跨座式に大きく分けられる、1本のレールで列車を走らせる鉄道を何というでしょう？,モノレール
138,「武士」という熟語と、アイドルグループ「ももいろクローバーZ」のファンを指す通称に共通する読みは何でしょう？,もののふ
139,1989年にCERNに勤務していたティム・バーナーズ=リーが提案した、ウェブページの制作に広く使用されるマークアップ言語を、アルファベット4文字の略称で何というでしょう？,HTML
140,ことわざで、愛想がないことやそっけないことを、ある魚の名前を用いて「何もない」というでしょう？,にべもない
141,遠近法において、本来平行である2つ以上の線を平行でなく描く場合にそれらの線が交わる点のことを、漢字3文字で何点というでしょう？,消失点
142,世阿弥が著した『風姿花伝』をもじって名付けられた、日本コカ・コーラが販売する紅茶飲料は何でしょう？,紅茶花伝
143,日本語では「灰白土」とも訳される、冷帯の針葉樹林の分布域に見られる酸性の成帯土壌のことを、ロシア語で「白い土」を意味する言葉から何というでしょう？,ポドゾル
144,病院やホテルなどで、シーツや枕カバー、タオルなどを保管する部屋のことを「何室」というでしょう？,リネン室
145,「切り取る」という意味のフランス語から生まれた言葉で、チラシに付いている割引券など、客が何らかの特典を得られる商材のことを何というでしょう？,クーポン
146,車の停止距離のうち、ブレーキが効き始めてから停止するまでの間に走る距離のことを何距離というでしょう？,制動距離
147,小魚や身の割れやすい魚などを、中骨に身が多く残るようにして三枚におろすことを、贅沢なおろし方になることから「何おろし」というでしょう？,大名おろし
148,植物の「ゴボウ」と動物の「カタツムリ」を漢字で書いた時、共通して出てくる動物は何でしょう？,牛
149,アメリカ・ニューヨークの42丁目、7番街、ブロードウェイが交差するあたりの賑やかな一帯を、そこに本社を置いていた新聞社から一般に「何スクエア」というでしょう？,タイムズスクエア
150,ドイツでは「アウフグース」と呼ばれる、サウナにおいて熱したサウナストーンに水をかけて、立ち昇った蒸気をタオルなどであおぐことを何というでしょう？,ロウリュ
151,三角、メス、丸底などの種類がある、化学実験において溶液を加熱したり保存したりする際に用いられる、首の長いガラス製の実験用具を何というでしょう？,フラスコ
152,車の停止距離のうち、運転手が危険を感じてからブレーキをかけ、実際に効き始めるまでに走る距離のことを何距離というでしょう？,空走距離
153,母はユイ、父はゲンドウという名である、アニメ『新世紀エヴァンゲリオン』でEVA初号機に搭乗する主人公の少年は誰でしょう？,碇シンジ
154,立って泳ぐことからその名が付いたともいわれる、漢字では「太刀魚」と書く魚は何でしょう？[カタカナ],タチウオ
155,料理レシピサイト「クックパッド」で、登録されたレシピを基にユーザーが料理を作ったことを報告する機能を、「作りましたフォトレポート」の略で何というでしょう？[ひらがな],つくれぽ
156,カーナビなどに使われる、アメリカによって運用されている「全地球測位システム」のことをアルファベット3文字で何というでしょう？,GPS
157,トランプゲームの「ブラックジャック」で、カードを追加で1枚引くことを何というでしょう？,ヒット
158,現地では「ホパーク」と呼ばれる、しゃがんだ状態で腕を組み足を交互に曲げ伸ばしするステップが有名な、ウクライナ発祥の民族舞踊は何でしょう？,コサックダンス
159,大量のガンマ線を浴びた物理学者ブルース・バナーが極度の怒りをきっかけに変身する、人間離れしたパワーと緑色の皮膚が特徴的な、アメリカンコミックスのヒーローは誰でしょう？,ハルク
160,日本の都道府県庁所在地のうち「岡」という字が使われている4市とは、福岡市、静岡市、盛岡市とどこでしょう？,岡山市
161,新人が初めて登場することを意味する「デビュー」をアルファベットで正しく綴った時、最後の文字は何になるでしょう？,t
162,土壌中の塩類の溶脱が激しい熱帯地域などでよく行われる、草木を焼き払って用地を作り、焼いてできた灰を肥料として作物を育てる農業のことを、一般に何農業というでしょう？,焼畑農業
163,「オールスター」「クイックスター」「ジャックパーセル」などのスニーカーを販売している、アメリカのシューズメーカーは何でしょう？,コンバース
164,2011年に黒うさPが作詞・作曲・編曲し、ボーカルに「初音ミク」を使用して発表された、演歌歌手の小林幸子や和楽器バンドによるカバー版でも知られる曲は何でしょう？,千本桜
165,仕事などが始めたばかりで不慣れである人と、その年に収穫したある穀物という2つの意味を持つ漢字2字の言葉は何でしょう？,新米
166,「クイックサンド現象」「噴砂現象」などとも呼ばれる、地震の際に、水分の多い砂地の地盤が液体のようにふるまうことを一般に「何現象」というでしょう？,液状化現象
167,1970年の大阪万博テーマ館のシンボルとして建設され、現在も残されている芸術家・岡本太郎の代表作は何でしょう？,太陽の塔
168,1975年にシングル『アザミ嬢のララバイ』でデビューし、代表曲に『わかれうた』『時代』『空と君のあいだに』『地上の星』などがある歌手は誰でしょう？,中島みゆき
169,1万平方メートルを1とし、記号「ha」で表される、面積を表す単位は何でしょう？,ヘクタール
170,ご飯の上にハンバーグと目玉焼きを載せ、グレービーソースをかけて食べる、ハワイ発祥の料理は何でしょう？,ロコモコ
171,英語では「ポタシウム」という、原子番号19、元素記号Kの元素は何でしょう？,カリウム
172,慣用句で「人を食わんとして却って人に食わる」といわれたり、一度噛みつくと「雷が鳴っても離さない」といわれたり、「月」と比べられたりする生き物といえば何でしょう？,すっぽん
173,嬉しそうにニコニコしている顔のことを、ある七福神の名前を取って「何顔」というでしょう？,えびす顔
174,金属元素の中で、単体での融点が最も低く常温・常圧で液体となる、原子番号80、元素記号Hgの元素は何でしょう？,水銀
175,形式上は独立しているものの、実際は別の支配者によって事実上管理・統制されている政権を、「操り人形」を意味する二字熟語を使って何政権というでしょう？,傀儡政権
176,妻は歌手の彭麗媛である、2013年3月から中国の第7代国家主席を務めている政治家は誰でしょう？,習近平
177,自動車などの販売業者、為替などの取引業者、カジノのスタッフ、麻薬の密売人に共通する英語由来の呼び名は何でしょう？,ディーラー
178,首なし馬が牽く「コシュタ・バワー」という馬車に乗ってくるという、アイルランドの伝説に登場する首のない騎士の妖精を何というでしょう？,デュラハン
179,秋頃に行う「高鳴き」や、捕らえた獲物を枝などに突き刺しておく「はやにえ」といった習性がある、漢字では「百舌」などと書かれる鳥といえば何でしょう？[カタカナ],モズ
180,2020年12月31日をもって活動休止を予定している、大野智がリーダーを務めるジャニーズ事務所所属のアイドルグループは何でしょう？,嵐
181,スペイン語では「アルマダ・インベンシプレ」という、1588年のアルマダの海戦でイングランドへ侵攻したスペイン海軍の艦隊のことを日本語で一般に何と呼ぶでしょう？,無敵艦隊
182,英語では「婚期を逃した未婚の女性」という意味の「old maid」と呼ばれる、トランプゲームの一種は何でしょう？,ババ抜き
183,河童に相撲で負けたり、水中に引き込まれたりすると抜かれてしまうという伝承がある、かつて人間の肛門内にあると考えられていた架空の臓器は何でしょう？,尻子玉
184,自動車教習所で受ける教習を大きく2つに分けると、運転技術を習得する「技能教習」と、教室で知識を学ぶ「何教習」でしょう？,学科教習
185,立ち食いそば屋では高く、高級料亭では低くなる傾向にある、飲食店などで1日にどれだけの客をさばけるかの割合のことを漢字3文字で何というでしょう？,回転率
186,『兵法三十六計』の34番目の戦術に由来する、現在は苦し紛れに編み出した手段といった意味で使われる言葉は「何の策」でしょう？,苦肉の策
187,ドアが閉まると自動的に鍵がかかる錠のことを、和製英語で「何ロック」というでしょう？,オートロック
188,楽曲のタイトルで、supercellの『うたかた』、大塚愛の『金魚』、DAOKO×米津玄師の『打ち上げ』といえば、後ろに共通して続く言葉は何でしょう？,花火
189,とんねるずや関ジャニ∞が出演したテレビCMもおなじみで、「グリーンアップル」や「グレープ」が定番フレーバーとなっている、森永製菓が販売するチューイングソフトキャンディは何でしょう？,ハイチュウ
190,ボカロ曲『ロキ』の歌い出しにも登場する、常盤薬品工業が販売する眠気覚ましドリンクは何でしょう？,眠眠打破
191,元々は缶ビールなどの6本入りパックを指す言葉であった、綺麗に6つに割れた腹筋のことを指す俗語は何でしょう？,シックスパック
192,俗に「スクショ」と略されることもある、スマートフォンやパソコンなどで、画面に映っている映像を静止画像として保存することを指す英語は何でしょう？,スクリーンショット
193,俳句で「七夕」はどの季節の季語でしょう？,秋
194,お笑いコンテスト『M-1グランプリ2015』で優勝した、ボケの斎藤司とツッコミのたかしからなる吉本興業所属のお笑いコンビは何でしょう？,トレンディエンジェル
195,ショートコントで披露する「ジャンガジャンガ」のフレーズでも知られる、田中卓志と山根良顕からなるワタナベエンターテインメント所属のお笑いコンビは何でしょう？,アンガールズ
196,その名は考案した江戸時代の僧侶に由来するとされる、干しダイコンをぬか漬にして作られる漬物は何でしょう？,たくあん
197,トランプゲームの「ブラックジャック」で、カードを引かずに勝負することを何というでしょう？,スタンド
198,広末涼子の『summer sunset』など夏の曲を手掛けることもあるが、『ゲレンデがとけるほど恋したい』や『ロマンスの神様』など冬にヒットする曲が多いことから「冬の女王」の異名で呼ばれるシンガーソングライターは誰でしょう？,広瀬香美
199,トランプゲームのポーカーにおいて、相手がベットした額にさらに上乗せしてチップを賭けることで、賭け額を釣り上げるアクションを何というでしょう？,レイズ
200,爪などで皮膚をひっかいた時にできる細長く赤い腫れのことを、ある環形動物の名前を使って「何腫れ」というでしょう？,ミミズ腫れ
201,麻雀で、誰も和了らずにその局が終わることを日本語で何というでしょう？,流局
202,オリンピックシンボルの5つの輪のうち、1番左に位置する輪の色は何色でしょう？,青
203,ケッペンの気候区分で、記号「C」で表される気候帯を日本語で何というでしょう？,温帯
204,コシヒカリと初星との交配から誕生した、宮城県を代表する米の品種は何でしょう？,ひとめぼれ
205,トランプゲームの「ブラックジャック」で、手札の合計が21を超えてしまうことを何というでしょう？,バースト
206,トランプゲームのポーカーにおいて、他のプレーヤーの賭けに乗り、同額のチップを賭けるアクションを何というでしょう？,コール
207,メラニンの合成に関わる遺伝情報の欠損により先天的にメラニンが欠乏し、体毛や皮膚が白く、瞳孔が赤くなった個体のことを一般に何というでしょう？,アルビノ
208,歌舞伎では蝶や鳥の作り物を操るのに使う竿のことを、人形浄瑠璃では人形の手首や指を動かすために仕込まれている棒のことを指し、一般には陰で人をそそのかして操ることのたとえにも使われる言葉は何でしょう？,差し金
209,慣用句で、じわじわと痛めつけたり遠回しに責めたりすることを、ある繊維製品を使って「何で首を締める」というでしょう？,真綿で首を締める
210,初代事務局長をモーリス・ペイトとして1946年に設立された、正式名称を「国連児童基金」という国際機関をアルファベット6文字で何というでしょう？,UNICEF
211,少年の頃の名前を「清作」という、梅毒や黄熱病の研究などに貢献し、アフリカ・ガーナで黄熱病のため亡くなった日本の医師は誰でしょう？,野口英世
212,以前に受けた恨みを、意外な場所や筋違いなことで晴らすことを、「江戸の敵をどこで討つ」というでしょう？,江戸の敵を長崎で討つ
213,一般的なQWERTY配列のパソコン用キーボードで、右手の人差し指のホームポジションとなるのは何というアルファベットのキーでしょう？,J
214,英語の「burned」にあたるフランス語で、生クリームや卵などからなる生地を低温で焼き、表面に砂糖をまぶして軽く焦がした洋菓子の名前にも使われる言葉は何でしょう？,ブリュレ
215,音楽ユニット「After the Rain」を構成する2人の歌い手とは、そらると誰でしょう？,まふまふ
216,主な製品に「すし太郎」「おとなのふりかけ」「松茸の味お吸いもの」や各種お茶漬け海苔などがある、日本の食品メーカーはどこでしょう？,永谷園
217,経済用語では景気回復局面で回復が鈍り横ばいになること、建物では階段の途中にある広くて平らなスペースのことを指す日本語といえば何でしょう？,踊り場
218,宏大・幽邃・人力・蒼古・水泉・眺望という6つの景勝を兼ね備えていることから命名された、日本三名園にも数えられる石川県金沢市にある庭園は何でしょう？,兼六園
219,国連安全保障理事会において、拒否権を持ち、任期がなく常に代表を送ることが出来る5ヶ国のことを、日本語で一般に何というでしょう？,常任理事国
220,「伯方の塩」で知られる伯方島はどこの都道府県にあるでしょう？,愛媛県
221,1953年に演出家の浅利慶太らによって結成された、『キャッツ』『ライオン・キング』などのロングランミュージカル作品で有名な日本の劇団は何でしょう？,劇団四季
222,NTTの3桁電話番号サービスで、「天気予報」を聞く時にかける番号は何番でしょう？,177
223,NTTの3桁電話番号サービスで、警察に緊急通報する際に入力する番号は何番でしょう？,110
224,ヒトの血液成分の1つで、構成物質としてヘモグロビンを持ち、体中に酸素を運ぶ細胞は何でしょう？,赤血球
225,フランス語で「完成された」という意味がある、ブイヨンをベースに肉や野菜を入れて煮込んだ、琥珀色の澄んだスープを何というでしょう？,コンソメ
226,フランス語では「ポプリ」、日本語では「接続曲」「混成曲」と呼ばれる、ポピュラー音楽などを2曲以上繋げて演奏することを英語で何というでしょう？,メドレー
227,わずかな元手で大きな利益を得ることを俗に「海老で何を釣る」というでしょう？,海老で鯛を釣る
228,英語では「ideal gas」という、気体分子の体積や分子間力がない、ボイル＝シャルルの法則に完全に従う気体のことを何気体というでしょう？,理想気体
229,往年のTVドラマ『3年B組金八先生』で、主人公の坂本金八が担当していた教科は何でしょう？,国語
230,慣用句で、ひどくつらい思いをする時には「なめ」、覚悟を決める時には「据え」、非常に驚く時には「潰す」といわれる人間の体の部位はどこでしょう？,肝
231,金属を溶かすのに用いる「王水」とは、硝酸と何を混ぜたものでしょう？,塩酸
232,水を怖れるような症状を示すことから別名「恐水病」などとも呼ばれる、AIDSとともに最も致死率の高い病気としてギネス世界記録に認定されている人獣共通感染症といえば何でしょう？,狂犬病
233,相手に媚びて機嫌を取る人のことを、ある楽器の名前を使って「何持ち」というでしょう？,太鼓持ち
234,大塚製薬が販売し、カフェオレ味などのリキッドタイプや、チーズ味などのブロックタイプといった種類がある栄養補助食品といえば何でしょう？,カロリーメイト
235,地球の動物の4分の3以上の種類がこれに属する、昆虫や甲殻類など、体が複数の節からなる動物を総称して何動物というでしょう？,節足動物
236,日本漢字能力検定協会による「今年の漢字」が発表される京都の寺はどこでしょう？,清水寺
237,日本銀行券を製造している独立行政法人は何でしょう？,国立印刷局
238,ジャンバ博士により「試作品626号」として創り出され、ハワイでリロという少女とともに暮らす、ディズニーアニメに登場する青いエイリアンの名前は何でしょう？,スティッチ
239,スタジオジブリの映画『もののけ姫』で、犬神に育てられ「もののけ姫」と呼ばれている少女の名前は何でしょう？,サン
